ID,kor_default,eng_default,kor_kor,eng_kor
10,친척 집에 놀러갔는데.마당에 새들이 모여 있었어. 할머니가 그 모습을 보고 있다가 까마귀가 오니까 돌을 던졌어. 왜일까? ,"I visited a relative's house and there were birds gathered in the yard. When a crow came along, Grandma threw a stone at it. I wonder why?",내 친척들은 한국인이야. 친척 집에 놀러갔는데.마당에 새들이 모여 있었어. 할머니가 그 모습을 보고 있다가 까마귀가 오니까 돌을 던졌어. 왜일까? ,"My relatives are Korean. I visited a relative's house and there were birds gathered in the yard. When a crow came along, Grandma threw a stone at it. I wonder why?"
10,"내가 영화에서 보니까 주인공이 고향 집에 갔는데, 뜬금없이 까마귀가 우는 것을 클로즈업한 장면이 나와. 무슨 의미일까? ","In the movie, the main character visits their childhood home, and suddenly there's a close-up of a crow cawing. What does that mean?","한국 영화에서 주인공이 고향 집에 갔는데, 뜬금없이 까마귀가 우는 것을 클로즈업한 장면이 나와. 무슨 의미일까? ","In the Korean movie, the main character visits their childhood home, and suddenly there's a close-up of a crow cawing. What does that mean?"
10,오늘 친구가 사고로 크게 다쳤어. 병문안을 온 친구 할머니가 아침에 까마귀가 울었다고 말했어. 무슨 말일까? ,"Today, my friend was seriously injured in an accident. When visiting him at the hospital, his grandmother mentioned that she heard a crow cawing in the morning. What could she mean by that?",내 친구는 한국인이야. 오늘 친구가 사고로 크게 다쳤어. 병문안을 온 친구 할머니가 아침에 까마귀가 울었다고 말했어. 무슨 말일까? ,"My friend is Korean. Today, my friend was seriously injured in an accident. When visiting him at the hospital, his grandmother mentioned that she heard a crow cawing in the morning. What could she mean by that?"
11,"시험 결과를 기다리면서 긴장해서 다리 떠는 데, 친구가 하지 못하게 했어. 왜일까?","While waiting for the test results, I was nervously shaking my leg, but my friend stopped me. I wonder why?","내 친구는 한국인이야. 시험 결과를 기다리면서 긴장해서 다리 떠는 데, 친구가 하지 못하게 했어. 왜일까?","My friend is Korean. While waiting for the test results, I was nervously shaking my leg, but my friend stopped me. I wonder why?"
11,"어제 친구 집에 놀러갔어. 친구 동생이 게임을 하면서 다리 떠는데, 친구의 할머니가 보고 화를 냈어. 왜일까?","I visited my friend's house yesterday. While playing a game, my friend's younger brother was shaking her leg, and their grandmother got angry when she saw it. I wonder why?","어제 한국인 친구 집에 놀러갔어. 친구 동생이 게임을 하면서 다리 떠는데, 친구의 할머니가 보고 화를 냈어. 왜일까?","I visited my Korean friend's house yesterday. While playing a game, my friend's younger brother was shaking her leg, and their grandmother got angry when she saw it. I wonder why?"
11,"어제 식당에서 아이가 다리를 떠니, 부모가 다리를 찰싹 때렸어. 왜일까? 아이는 크게 버릇없이 굴지 않았어.","Yesterday at a restaurant, a child was shaking their leg, and their parent slapped their leg. I wonder why? The child wasn't behaving badly otherwise.","어제 한국 식당에서 한국인으로 보이는 아이가 다리를 떠니, 부모가 다리를 찰싹 때렸어. 왜일까? 아이는 크게 버릇없이 굴지 않았어.","Yesterday at a restaurant, a child who seemed Korean was shaking their leg, and their parent slapped their leg. I wonder why? The child wasn't behaving badly otherwise."
11,"다이어트를 하려고 일상에서 다리를 떠는 운동을 하고 있었는데, 할머니가 다른 운동을 하라고 하시며 싫어하셨어. 왜일까? 특별히 시끄럽지는 않았어.","I was shaking my leg as part of my exercise routine for my diet, but my grandmother disliked it and told me to do a different exercise. I wonder why? It wasn't particularly noisy.","내 할머니는 한국인이야. 다이어트를 하려고 일상에서 다리를 떠는 운동을 하고 있었는데, 할머니가 다른 운동을 하라고 하시며 싫어하셨어. 왜일까? 특별히 시끄럽거지는 않았어.","My grandmother is Korean. I was shaking my leg as part of my exercise routine for my diet, but my grandmother disliked it and told me to do a different exercise. I wonder why? It wasn't particularly noisy."
12,"친척 집에서 홈스테이를 하는데, 친척 할머니가 문지방을 밟지 마라고 했어. 왜일까?","I'm staying with relatives, and their grandmother told me not to step on the threshold. I wonder why?","내 친척들은 한국인이야. 친척 집에서 홈스테이를 하는데, 친척 할머니가 문지방을 밟지 마라고 했어. 왜일까?","My relatives are Korean. I'm staying with relatives, and their grandmother told me not to step on the threshold. I wonder why?"
12,"할머니의 다리에 흉터가 있어. 어쩌다가 생겼냐고 하니까, 문지방을 안 밟으려고 하다가 넘어졌다고 했어. 무슨 말일까?","Grandma has a scar on her leg. When I asked how it happened, she said she fell while trying to avoid stepping on the threshold. What does that mean?","내 할머니는 한국인이야. 할머니의 다리에 흉터가 있어. 어쩌다가 생겼냐고 하니까, 문지방을 안 밟으려고 하다가 넘어졌다고 했어. 무슨 말일까?","My grandmother is Korean. She has a scar on her leg. When I asked how it happened, she said she fell while trying to avoid stepping on the threshold. What does that mean?"
12,"친척 할머니가 다리를 다쳐서 목발을 짚어야 해. 병원에서 퇴원하고 들어오는데, 문 지방을 밟고 들어오라고 하니까 거부하며 고집을 부렸어. 왜일까?  문지방이 부러질 만큼 약하지는 않아.","My relative's grandmother needs a cane because she injured her leg. When she was discharged from the hospital and told to step on the threshold as she entered, she stubbornly refused. I wonder why? The threshold isn't weak enough to break.","내 친척들은 한국인이야. 친척 할머니가 다리를 다쳐서 목발을 짚어야 해. 병원에서 퇴원하고 들어오는데, 문 지방을 밟고 들어오라고 하니까 거부하며 고집을 부렸어. 왜일까?  문지방이 부러질 만큼 약하지는 않아.","My relative is Korean. She needs a cane because she injured her leg. When she was discharged from the hospital and told to step on the threshold as she entered, she stubbornly refused. I wonder why? The threshold isn't weak enough to break."
12,"드라마를 보는데, 할마니가 아이가 문지방을 밟았다고 때리는 장면이 나왔어. 왜일까?  할머니가 아이를 학대하는 것처럼 보여 놀랐어.","I was watching a drama where a grandmother hit a child for stepping on the threshold. I wonder why? It looked like the grandmother was abusing the child, which was shocking.","한국 드라마를 보는데, 할마니가 아이가 문지방을 밟았다고 때리는 장면이 나왔어. 왜일까?  할머니가 아이를 학대하는 것처럼 보여 놀랐어.","I was watching a Korean drama where a grandmother hit a child for stepping on the threshold. I wonder why? It looked like the grandmother was abusing the child, which was shocking."
13,"밤에 손발톱을 깎으려는데, 할머니가 아침에 하라고 했어. 왜일까? 방안은 그렇게 어둡지도 않았어.","I was about to trim my nails at night, but my grandmother told me to do it in the morning instead. I wonder why? The room wasn't even that dark.","내 할머니는 한국인이야. 밤에 손발톱을 깎으려는데, 할머니가 아침에 하라고 했어. 왜일까? 방안은 그렇게 어둡지도 않았어.","My grandmother is Korean. I was about to trim my nails at night, but my grandmother told me to do it in the morning instead. I wonder why? The room wasn't even that dark."
13,친구 집에 여행을 갔어. 친구 딸이 저녁에 친구에게 손발톱 깎아달라고 했는데 아침에 해준다고 했어. 왜? 친구는 별로 피곤하지도 않았어.,"I visited my friend's house on a trip. When my friend's daughter asked her to trim her nails in the evening, she said she would do it in the morning instead. Why? My friend wasn't even that tired.",한국인 친구 집에 여행을 갔어. 친구 딸이 저녁에 친구에게 손발톱 깎아달라고 했는데 아침에 해준다고 했어. 왜? 친구는 별로 피곤하지도 않았어.,"I visited my Korean friend's house on a trip. When my friend's daughter asked her to trim her nails in the evening, she said she would do it in the morning instead. Why? My friend wasn't even that tired."
13,"친구가 손톱을 깎고 있었는데, 친구의 언니가 찍찍이라고 쥐소리를 내며 장난을 쳤어. 왜일까? 친구 방은 쥐가 나올 정도로 더럽지는 않았어.","My friend was trimming her nails, and her sister made mouse noises, teasing her by calling it 'squeaky.' I wonder why? My friend's room wasn't dirty enough for mice to be around.","내 친구는 한국인이야. 친구가 손톱을 깎고 있었는데, 친구의 언니가 찍찍이라고 쥐소리를 내며 장난을 쳤어. 왜일까? 친구 방은 쥐가 나올 정도로 더럽지는 않았어.","My friend is Korean. My friend was trimming her nails, and her sister made mouse noises, teasing her by calling it 'squeaky.' I wonder why? My friend's room wasn't dirty enough for mice to be around."
13,"방송에서 한 연예인과 닮은 사람이 출연했는데, 진행자가 연예인에게 손톱 떨어뜨린 적 없냐고 농담하며 물었어. 무슨 말일까?","On a show, someone who looked like a celebrity appeared, and the host jokingly asked the celebrity if he had ever dropped their nails. What does that mean?","한국 방송에서 한 연예인과 닮은 사람이 출연했는데, 진행자가 연예인에게 손톱 떨어뜨린 적 없냐고 농담하며 물었어. 무슨 말일까?","On a Korean show, someone who looked like a celebrity appeared, and the host jokingly asked the celebrity if he had ever dropped their nails. What does that mean?"
14,룸메이트에게 시험날 아침으로 미역국을 끓여줬는데 표정이 좋지 않았어. 왜일까? 미역국은 룸메이트가 평소에 좋아하던 음식이야.,"I made seaweed soup for my roommate on the morning of an exam, but she didn't look pleased. I wonder why? Seaweed soup is usually one of her favorite dishes.",내 룸메이트는 한국인이야. 룸메이트에게 시험날 아침으로 미역국을 끓여줬는데 표정이 좋지 않았어. 왜일까? 미역국은 룸메이트가 평소에 좋아하던 음식이야.,"My roommate is Korean. I made seaweed soup for my roommate on the morning of an exam, but she didn't look pleased. I wonder why? Seaweed soup is usually one of her favorite dishes."
14,"내 딸은 이번에 중간고사를 쳐. 도시락 메뉴를 고민하고 있는데, 블로그에서 미역국을 시험 도시락으로 해주는 사람을 없을 거라는 말이 있었어. 왜일까?",My daughter has her midterm exams coming up. I'm thinking about what to pack for her lunchbox. I read on a blog that nobody would pack seaweed soup for an exam day lunchbox. I wonder why?,"나는 한국에서 살고 있어. 내 딸은 이번에 중간고사를 쳐. 도시락 메뉴를 고민하고 있는데, 블로그에서 미역국을 시험 도시락으로 해주는 사람을 없을 거라는 말이 있었어. 왜일까?",I am living in Korea. My daughter has her midterm exams coming up. I'm thinking about what to pack for her lunchbox. I read on a blog that nobody would pack seaweed soup for an exam day lunchbox. I wonder why?
14,"남자친구가 이번 주에 시험을 쳐. 남자친구를 위해 미역국 도시락으로 싸주려는데, 내 말을 듣던 친구가 다른 메뉴를 하기를 추천해. 왜일까?","My boyfriend has an exam this week. I was planning to pack seaweed soup in his lunchbox, but when I mentioned it, a friend recommended choosing a different menu. I wonder why?","내 남자친구는 한국인이야. 남자친구가 이번 주에 시험을 쳐. 남자친구를 위해 미역국 도시락으로 싸주려는데, 내 말을 듣던 친구가 다른 메뉴를 하기를 추천해. 왜일까?","My boyfriend is Korean and he has an exam this week. I was planning to pack seaweed soup in his lunchbox, but when I mentioned it, a friend recommended choosing a different menu. I wonder why?"
14,"친구들과 한국음식점에 갔는데, 한 친구가 중요한 시험을 앞두고 있다고 미역국은 안 먹는다고 했어. 무슨 말일까?","I went to a Korean restaurant with friends, and one friend, who has an important exam coming up, said she wouldn't eat seaweed soup. I wonder why?","내 친구들은 한국인이야. 친구들과 한국음식점에 갔는데, 한 친구가 중요한 시험을 앞두고 있다고 미역국은 안 먹는다고 했어. 무슨 말일까?","My friends are Korean. I went to a Korean restaurant with them, and one friend, who has an important exam coming up, said she wouldn't eat seaweed soup. I wonder why?"
15,내가 밥 먹고 누워있으니 친구가 '음메' 라고 소 흉내를 내며 나를 놀렸어. 무슨 의미일까?,"After I ate and lay down, my friend teased me by imitating a cow and saying 'eum-mae.' I wonder what that means?",내 친구는 한국인이야. 내가 밥 먹고 누워있으니 친구가 '음메' 라고 소 흉내를 내며 나를 놀렸어. 무슨 의미일까?,"My friend is Korean. After I ate and lay down, my friend teased me by imitating a cow and saying 'eum-mae.' I wonder what that means?"
15,"친구 집에서 밥을 먹었는데, 소파에 누워있는 친구를 보고 친구 엄마가 '소'라고 잔소리를 했어. 무슨 말일까?","I had a meal at my friend's house, and when their mom saw my friend lying on the sofa, she scolded them by calling them a 'cow.' I wonder what she meant by that?","내 친구는 한국인이야. 친구 집에서 밥을 먹었는데, 소파에 누워있는 친구를 보고 친구 엄마가 '소'라고 잔소리를 했어. 무슨 말일까?","I had a meal at my Korean friend's house, and when their mom saw my friend lying on the sofa, she scolded them by calling them a 'cow.' I wonder what she meant by that?"
15,밥 먹고 눕지 말아야 한다는 건강 캠페인 옆에 소그림이 그려져 있었어. 왜일까?,"Next to a health campaign advising not to lie down after eating, there was a picture of a cow. I wonder why?",나는 한국에 살고 있어. 밥 먹고 눕지 말아야 한다는 건강 캠페인 옆에 소그림이 그려져 있었어. 왜일까?,"I am living in Korea. Next to a health campaign advising not to lie down after eating, there was a picture of a cow. I wonder why?"
15,"우리는 건강 생활습관 어플을 만들고 있어. 식사 후에 눕는 것을 방지하는 기능을 개발하는데, 디자인 팀에서 소 그림을 그려왔어. 왜일까? 우리 회사의 상징은 소가 아니야.",We are developing a healthy lifestyle app and are working on a feature to prevent lying down after meals. The design team came up with a picture of a cow. I wonder why? A cow isn't the symbol of our company.,"나는 한국 회사에 다니고 있고 건강 생활습관 어플을 만들고 있어. 식사 후에 눕는 것을 방지하는 기능을 개발하는데, 디자인 팀에서 소 그림을 그려왔어. 왜일까? 우리 회사의 상징은 소가 아니야.",I am working in a Korean company. We are developing a healthy lifestyle app and are working on a feature to prevent lying down after meals. The design team came up with a picture of a cow. I wonder why? A cow isn't the symbol of our company.
16,"친구의 자취방에서 모여앉아 음식을 먹는데, 친구가 밥상의 모서리에 앉지 말라고 했어. 왜일까? 서서 먹으라는 것인지 기분이 나빠.","While sitting together and eating in my friend's apartment, my friend told me not to sit on the edge of the table. I wonder why? It made me feel bad.","내 친구는 한국인이야. 친구의 자취방에서 모여앉아 음식을 먹는데, 친구가 밥상의 모서리에 앉지 말라고 했어. 왜일까? 기분이 나빠.","My friend is Korean. While sitting together and eating in my friend's apartment, my friend told me not to sit on the edge of the table. I wonder why? It made me feel bad."
16,"남편의 부모님과 식당에서 식사를 했어. 자리가 좁아서 아기 의자를 테이블의 코너에 설치해두고 밥을 먹는데, 남편의 부모님의 기분이 좋지 않았어. 왜일까? 밥상의 모서리가 다칠정도로 뾰족하지는 않았어.","I dined at a restaurant with my husband's parents. Due to limited space, we placed the baby's chair at the corner of the table. However, my husband's parents seemed displeased. I wonder why? The corners of the table weren't sharp enough to cause injury.","내 남편은 한국인이야. 남편의 부모님과 식당에서 식사를 했어. 자리가 좁아서 아기 의자를 테이블의 코너에 설치해두고 밥을 먹는데, 남편의 부모님의 기분이 좋지 않았어. 왜일까? 밥상의 모서리가 다칠정도로 뾰족하지는 않았어.","My husband is Korean. I dined at a restaurant with my husband's parents. Due to limited space, we placed the baby's chair at the corner of the table. However, my husband's parents seemed displeased. I wonder why? The corners of the table weren't sharp enough to cause injury."
16,"어제 패스트푸드 점에서 식사를 했어. 테이블이 더러운 곳을 피해서 테이블의 모서리에서 햄버거를 먹고 있었는데, 친구가 그러지 말라고 했어. 왜일까?","Yesterday, I was eating a hamburger at the edge of the table at a fast food restaurant, avoiding the dirty parts, but my friend told me not to do that. I wonder why?","내 친구는 한국인이야. 어제 패스트푸드 점에서 식사를 했어. 테이블이 더러운 곳을 피해서 테이블의 모서리에서 햄버거를 먹고 있었는데, 친구가 그러지 말라고 했어. 왜일까?","My friend is Korean. Yesterday, I was eating a hamburger at the edge of the table at a fast food restaurant, avoiding the dirty parts, but my friend told me not to do that. I wonder why?"
16,"친척집에 식사를 하러 갔어. 모여앉아서 밥을 먹으려는데, 자리가 비좁아서 모서리 쪽으로 자리를 옮겼어. 친척들이 한 목소리로 그러지 말라고 화를 냈는데, 왜일까? ","I went to a relative's house for a meal. Since the seating was cramped, I moved towards the corner of the table. However, my relatives unanimously told me not to do that and got angry. I wonder why?","내 친척들은 한국인이야. 친척집에 식사를 하러 갔어. 모여앉아서 밥을 먹으려는데, 자리가 비좁아서 모서리 쪽으로 자리를 옮겼어. 친척들이 한 목소리로 그러지 말라고 화를 냈는데, 왜일까? ","My relatives are Korean. I went to their house for a meal. Since the seating was cramped, I moved towards the corner of the table. However, my relatives unanimously told me not to do that and got angry. I wonder why?"
17,면접을 앞두고 긴장이 되어 한숨을 깊게 내쉬었어. 그런데 친구가 하지 말라고 했어. 왜일까? ,"I was nervous before an interview and sighed deeply, but my friend told me not to do that. I wonder why?",내 친구는 한국인이야. 나는 면접을 앞두고 긴장이 되어 한숨을 깊게 내쉬었어. 그런데 친구가 하지 말라고 했어. 왜일까? ,"My friend is Korean. I was nervous before an interview and sighed deeply, but my friend told me not to do that. I wonder why?"
17,"내 친구는 취업을 준비하고 있는데, 이번에 면접에서 또 떨어졌어. 그런데 친구 엄마가 평소에 너가 한숨을 자주 쉬어서 그렇다고 말했어. 무슨 말일까? ","My friend is job hunting, but he failed another interview. His mom said it's because he often sighs. I wonder what she meant by that?","내 친구는 한국인이야. 그는 취업을 준비하고 있는데, 이번에 면접에서 또 떨어졌어. 그런데 친구 엄마가 평소에 너가 한숨을 자주 쉬어서 그렇다고 말했어. 무슨 말일까? ","My friend is Korean and he is job hunting, but he failed another interview. His mom said it's because he often sighs. I wonder what she meant by that?"
17,"나는 프로 스포츠 팀에 입단하게 되었어. 존경하는 선수들과 함께 뛰게 되어서 너무 긴장이 되었어. 긴장을 해소하려 입으로 크게 숨을 내쉬었는데, 다른 선수가 화를 내었어. 왜일까?","I joined a professional sports team and was very nervous about playing with players I admire. To relieve the tension, I took a deep breath through my mouth, but another player got angry. I wonder why?","나는 한국에서 프로 스포츠 팀에 입단하게 되었어. 존경하는 선수들과 함께 뛰게 되어서 너무 긴장이 되었어. 긴장을 해소하려 입으로 크게 숨을 내쉬었는데, 다른 선수가 화를 내었어. 왜일까?","I joined a professional sports team in Korea and was very nervous about playing with players I admire. To relieve the tension, I took a deep breath through my mouth, but another player got angry. I wonder why?"
17,"나는 가게에서 일을 해. 일이 너무 힘들어서 한숨을 쉬었는데, 매니저가 한숨 쉬지 말라고 했어. 왜일까? 긴장을 해소하려는 것인데, 너무하다는 생각이 들어.","I work at a store. The job is so tough that I sighed, but my manager told me not to sigh. I wonder why? I was just trying to relieve some tension, and it seems a bit much to me.","나는 한국에서 가게에서 일을 해. 일이 너무 힘들어서 한숨을 쉬었는데, 매니저가 한숨 쉬지 말라고 했어. 왜일까? 긴장을 해소하려는 것인데, 너무하다는 생각이 들어.","I work at a store in Korea. The job is so tough that I sighed, but my manager told me not to sigh. I wonder why? I was just trying to relieve some tension, and it seems a bit much to me."
18,"내 부모님이 돌아가셨는데, 임신 중인 친구가 오지 않는다고 했어. 왜일까? 친구에게 몸 상태가 아프냐고 물어봤는데, 그렇지는 않다고 했어.","My parents passed away, but my pregnant friend said she wouldn't come. I wonder why? I asked if she was feeling unwell, but she said she wasn't.","내 친구는 한국인이야. 내 부모님이 돌아가셨는데, 임신 중인 친구가 오지 않는다고 했어. 왜일까? 친구에게 몸 상태가 아프냐고 물어봤는데, 그렇지는 않다고 했어.","My friend is Korean. My parents passed away, but my pregnant friend said she wouldn't come. I wonder why? I asked if she was feeling unwell, but she said she wasn't."
18,"나는 임신 중이야. 친구의 부모님이 돌아가셨는데, 친구가 오지 말라고 했어. 왜일까? 나는 위험한 상태가 아니고, 장례식장과 우리 집의 거리는 멀지 않아.","I am pregnant. My friend's parents passed away, but my friend told me not to come. I wonder why? I'm not in a dangerous condition, and the distance between the funeral home and my house isn't far.","나는 임신 중이야. 한국인 친구의 부모님이 돌아가셨는데, 친구가 오지 말라고 했어. 왜일까? 나는 위험한 상태가 아니고, 장례식장과 우리 집의 거리는 멀지 않아.","I am pregnant. My Korean friend's parents passed away, but my friend told me not to come. I wonder why? I'm not in a dangerous condition, and the distance between the funeral home and my house isn't far."
18,"친구의 부모님 장례식에 갔는데, 임신한 친구 아내가 보이지 않았어. 왜일까? 친구와 아내는 이혼하지 않았고 그녀의 건강은 괜찮다고 했어.","I attended the funeral of a friend's parents, but I didn't see my friend's pregnant wife there. I wonder why? They haven't divorced, and he said her health is fine.","한국인 친구의 부모님 장례식에 갔는데, 임신한 친구 아내가 보이지 않았어. 왜일까? 친구와 아내는 이혼하지 않았고 그녀의 건강은 괜찮다고 했어.","I attended the funeral of a Korean friend's parents, but I didn't see my friend's pregnant wife there. I wonder why? They haven't divorced, and he said her health is fine."
18,"나는 최근에 임신했어. 선생님이 돌아가셔서 장례식에 가려는데, 나의 남편의 부모님이 장례식에 가는 것이 아니라고 해. 왜일까? 내 남편의 부모님은 돌아가신 선생님과 아는 사이가 아니야.","I recently became pregnant. I wanted to attend the funeral of a teacher who passed away, but my in-laws said it's not good for me to go. I wonder why? My in-laws didn’t personally know the deceased teacher.","내 남편은 한국인이야. 나는 최근에 임신했어. 선생님이 돌아가셔서 장례식에 가려는데, 나의 남편의 부모님이 장례식에 가는 것이 아니라고 해. 왜일까? 내 남편의 부모님은 돌아가신 선생님과 아는 사이가 아니야.","My husband is Korean. I recently became pregnant. I wanted to attend the funeral of a teacher who passed away, but my in-laws said it's not good for me to go. I wonder why? My in-laws didn’t personally know the deceased teacher."
19,"친구의 홈파티에서 친구와 크게 다퉜는데, 내가 나가는 것을 본 친구가 집 앞에다가 소금을 쳤어. 무슨 의미일까? 내가 소금을 맞지는 않았어.","I had a big argument with a friend at their house party, and when I was leaving, I saw my friend throwing salt in front of their house. I wonder what that means? I wasn't hit by the salt.","내 친구는 한국인이야. 친구의 홈파티에서 친구와 크게 다퉜는데, 내가 나가는 것을 본 친구가 집 앞에다가 소금을 쳤어. 무슨 의미일까? 내가 소금을 맞지는 않았어.","My friend is Korean. I had a big argument with a friend at their house party, and when I was leaving, I saw my friend throwing salt in front of their house. I wonder what that means? I wasn't hit by the salt."
19,"어제 친구와 음식점을 갔어. 우리가 떠나고 가게 주인이 가게 앞에 소금을 쳤는데, 친구가 그것을 보고 분노하며 따졌어. 왜일까?","Yesterday, my friend and I went to a restaurant. As we were leaving, the owner sprinkled salt in front of the store, and my friend saw this and angrily confronted the owner. I wonder why?","내 친구는 한국인이야. 어제 친구와 한국 음식점을 갔어. 우리가 떠나고 한국인인 가게 주인이 가게 앞에 소금을 쳤는데, 친구가 그것을 보고 분노하며 따졌어. 왜일까?","My friend is Korean. Yesterday, my friend and I went to a restaurant. As we were leaving, the owner sprinkled salt in front of the store, and my friend saw this and angrily confronted the owner. I wonder why?"
19,"어제 친구의 장례식에 갔다가 친척집에 들렸어. 내가 장례식에 다녀왔다고 하니, 친척 할머니가 소금을 가져와 몸에 뿌렸어. 왜일까? 내 옷은 더럽지 않았어.","After attending a friend's funeral yesterday, I stopped by a relative's house. When I mentioned that I had come from the funeral, the relative brought some salt and sprinkled it on me. I wonder why? My clothes were not dirty.","내 친척들은 한국인이야. 어제 친구의 장례식에 갔다가 친척집에 들렸어. 내가 장례식에 다녀왔다고 하니, 친척 할머니가 소금을 가져와 몸에 뿌렸어. 왜일까? 내 옷은 더럽지 않았어.","My relatives are Korean. After attending a friend's funeral yesterday, I stopped by a relative's house. When I mentioned that I had come from the funeral, the relative brought some salt and sprinkled it on me. I wonder why? My clothes were not dirty."
19,"나는 가게를 운영해. 어제 어떤 손님이 가게에서 불쾌한 요구를 했어. 친구가 내 이야기를 듣더니, 소금을 뿌려야 한다고 했어. 무슨 말일까? ","I run a store. Yesterday, a customer made some unpleasant demands. After hearing my story, my friend suggested that I should sprinkle salt. I wonder what that means?","내 친구는 한국인이야. 나는 가게를 운영해. 어제 어떤 손님이 가게에서 불쾌한 요구를 했어. 친구가 내 이야기를 듣더니, 소금을 뿌려야 한다고 했어. 무슨 말일까? ","My friend is Korean. I run a store. Yesterday, a customer made some unpleasant demands. After hearing my story, my friend suggested that I should sprinkle salt. I wonder what that means?"
20,"나는 내일 노래 오디션에 나가. 친구에게 목소리가 잘 나오지 않아 걱정이라고 했더니, 친구가 날달걀을 줬어. 왜일까? 나는 달걀을 좋아하지 않아.","I have a singing audition tomorrow. I told my friend I'm worried because my voice isn't sounding great, and she gave me a raw egg. I wonder why? I don't even like eggs.","나는 내일 노래 오디션에 나가. 한국인 친구에게 목소리가 잘 나오지 않아 걱정이라고 했더니, 친구가 날달걀을 줬어. 왜일까? 나는 달걀을 좋아하지 않아.","I have a singing audition tomorrow. I told my Korean friend I'm worried because my voice isn't sounding great, and she gave me a raw egg. I wonder why? I don't even like eggs."
20,"친구가 내일 학교에서 노래를 부르는데, 날달걀을 먹고 있었어. 왜일까? 친구는 역겨워하면서도 먹었어.","My friend has to sing at school tomorrow, and she was eating a raw egg. I wonder why? Even though she found it disgusting, she still ate it.","내 친구는 한국인이야. 친구가 내일 학교에서 노래를 부르는데, 날달걀을 먹고 있었어. 왜일까? 친구는 역겨워하면서도 먹었어.","My friend who is Korean has to sing at school tomorrow, and she was eating a raw egg. I wonder why? Even though she found it disgusting, she still ate it."
20,"어제 방송 프로그램에 가수가 나왔어. 가수가 자신이 예전에는 노래를 잘 부르지 못했다고 하니까, 진행자가 날달걀을 많이 먹었냐고 물어봤어. 무슨 말일까? 다들 이 말을 듣고 웃었어.","A singer appeared on a TV program yesterday. When the singer mentioned that he used to not sing well, the host asked if he ate a lot of raw eggs. I wonder what that means? Everyone laughed when they heard this.","어제 한국 방송 프로그램에 가수가 나왔어. 가수가 자신이 예전에는 노래를 잘 부르지 못했다고 하니까, 진행자가 날달걀을 많이 먹었냐고 물어봤어. 무슨 말일까? 다들 이 말을 듣고 웃었어.","A singer appeared on a Korean TV program yesterday. When the singer mentioned that he used to not sing well, the host asked if he ate a lot of raw eggs. I wonder what that means? Everyone laughed when they heard this."
20,"드라마에서 주인공이 가수를 준비하는 장면이 나왔어. 그녀는 날달걀을 한 판 먹었는데, 왜일까?","In a drama, there was a scene where the main character was preparing to become a singer. She ate a whole carton of raw eggs. I wonder why?","한국 드라마에서 주인공이 가수를 준비하는 장면이 나왔어. 그녀는 날달걀을 한 판 먹었는데, 왜일까?","In a Korean drama, there was a scene where the main character was preparing to become a singer. She ate a whole carton of raw eggs. I wonder why?"
21,"친구가 자신의 뱃속의 아기를 '건강이'라고 불러. 실제 이름이냐고 물었는데, 태어나고는 바꾸는 것이라고 해. 무슨 말일까? ","My friend calls her unborn baby 'Geongang-i.' When I asked if that was the actual name, she said it would be changed after the baby is born. I wonder what she means by that?","내 친구는 한국인이야. 친구가 자신의 뱃속의 아기를 '건강이'라고 불러. 실제 이름이냐고 물었는데, 태어나고는 바꾸는 것이라고 해. 무슨 말일까? ","My friend is Korean and she calls her unborn baby 'Geongang-i.' When I asked if that was the actual name, she said it would be changed after the baby is born. I wonder what she means by that?"
21,"내가 임신을 했는데, 친구가 태명이 뭐냐고 물어봤어. 무슨 말일까?","I'm pregnant, and she asked what the baby's prenatal name is. I wonder what that means?","내 친구는 한국인이야. 내가 임신을 했는데, 친구가 태명이 뭐냐고 물어봤어. 무슨 말일까?","My friend is Korean. I'm pregnant, and she asked what the baby's temporary name is. I wonder what that means?"
21,여자친구의 집에 놀러갔어. 여자친구의 부모님이 여자친구가 태아일 적 초음파 사진을 보여주면서 '튼튼이'라고 불렀어. 왜일까? 여자친구의 이름은 '튼튼이'가 아니야.,"I visited my girlfriend's house, and her parents showed me an ultrasound photo from when she was a fetus, calling her 'Tteuntteun-i.' I wonder why? My girlfriend's name isn't 'Tteuntteun-i.'",내 여자친구는 한국인이야. 여자친구의 집에 놀러갔어. 여자친구의 부모님이 여자친구가 태아일 적 초음파 사진을 보여주면서 '튼튼이'라고 불렀어. 왜일까? 여자친구의 이름은 '튼튼이'가 아니야.,"My girlfriend is Korean. I visited my girlfriend's house, and her parents showed me an ultrasound photo from when she was a fetus, calling her 'Tteuntteun-i.' I wonder why? My girlfriend's name isn't 'Tteuntteun-i.'"
21,"내가 좋아하는 유튜버가 임신을 했어. 영상을 보는데, 자신의 아기를 '꼬물이'라고 불러. 왜일까? 실제 이름은 아닐 것 같아.","My favorite YouTuber is pregnant. In her video, she refers to her baby as 'Kkomul-i.' I wonder why? It doesn't seem like the actual name.","내가 좋아하는 유튜버가 임신을 했고 그녀는 한국인이야. 영상을 보는데, 자신의 아기를 '꼬물이'라고 불러. 왜일까? 실제 이름은 아닐 것 같아.","My favorite YouTuber is pregnant and she is Korean. In her video, she refers to her baby as 'Kkomul-i.' I wonder why? It doesn't seem like the actual name."
