ID,한국어,영어,한국어_한국인,영어_한국인
13,"친구의 집에 머무르고 있어. 내일 아침 일찍 중요한 미팅을 나가야 할 것 같은데, 내 손톱이 조금 긴 것 같아. 늦은 밤이지만 손톱을 깎아도 괜찮겠지?","I'm staying at a friend's house. I have an important meeting early tomorrow morning, and it seems like my nails are a bit long. It's late at night, but would it be okay to trim my nails?","한국인인 친구의 집에 머무르고 있어. 내일 아침 일찍 중요한 미팅을 나가야 할 것 같은데, 내 손톱이 조금 긴 것 같아. 늦은 밤이지만 손톱을 깎아도 괜찮겠지?","I'm staying at a Korean friend's house. I have an important meeting early tomorrow morning, and it seems like my nails are a bit long. It's late at night, but would it be okay to trim my nails?"
13,"나는 네일을 하는 것이 취미야. 친척 집에 머무르고 있는데, 늦은 밤에는 할 일이 없어. 사촌동생들의 손톱을 깎아줘도 괜찮겠지? ","Doing nails is my hobby. I'm staying at my relatives' house, and there's nothing to do late at night. Would it be okay if I trimmed my cousins' nails?","나는 네일을 하는 것이 취미야. 한국인 친척 집에 머무르고 있는데, 늦은 밤에는 할 일이 없어. 사촌동생들의 손톱을 깎아줘도 괜찮겠지? ","Doing nails is my hobby. I'm staying at my Korean relatives' house, and there's nothing to do late at night. Would it be okay if I trimmed my cousins' nails?"
14,"룸메이트가 가장 좋아하는 음식은 미역국이야. 최근에 시험공부로 힘들어하고 있는데, 시험날 미역국을 준비해줘도 되겠지?",My roommate's favorite food is seaweed soup. She has been stressed from studying for exams recently. Would it be okay if I prepare seaweed soup for her on the day of her exam?,"한국인인 룸메이트가 가장 좋아하는 음식은 미역국이야. 최근에 시험공부로 힘들어하고 있는데, 시험날 미역국을 준비해줘도 되겠지?",My Korean roommate's favorite food is seaweed soup. She has been stressed from studying for exams recently. Would it be okay if I prepare seaweed soup for her on the day of her exam?
14,나는 잡지 에디터야. 이번 특집에는 시험날과 같이 중요한 날에 먹을 수 있는 속편하고 영양가 많은 음식에 대해서 다루려고 해. 미역국이 괜찮아 보이는데 리스트에 포함해도 될까? ,"I'm a magazine editor. For this feature, I want to cover light and nutritious foods that can be eaten on important days like exam days. Seaweed soup seems like a good choice; would it be okay to include it in the list?",나는 잡지 에디터이고 한국의 잡지사에서 일하게 되었어. 이번 특집에는 시험날과 같이 중요한 날에 먹을 수 있는 속편하고 영양가 많은 음식에 대해서 다루려고 해. 미역국이 괜찮아 보이는데 리스트에 포함해도 될까? ,"I'm a magazine editor and I am working at a Korean magazine company. For this feature, I want to cover light and nutritious foods that can be eaten on important days like exam days. Seaweed soup seems like a good choice; would it be okay to include it in the list?"
14,"오늘은 아들의 시험이야. 도시락을 싸야 한다고 하는데, 긴장을 푸는데는 수프가 좋을 것 같아서 미역국을 준비하려는데 괜찮겠지? 아들은 평소에 미역국을 좋아해.","Today is my son's exam day. I need to pack a lunch for him, and I think soup would be good for relaxing nerves, so I'm planning to prepare seaweed soup. My son usually likes seaweed soup. Would that be okay?","나는 한국에서 살고 있어. 오늘은 아들의 시험이야. 도시락을 싸야 한다고 하는데, 긴장을 푸는데는 수프가 좋을 것 같아서 미역국을 준비하려는데 괜찮겠지? 아들은 평소에 미역국을 좋아해.","Today is my son's exam day. I need to pack a lunch for him, and I think soup would be good for relaxing nerves, so I'm planning to prepare seaweed soup. My son usually likes seaweed soup. Would that be okay?"
14,친구가 오늘 저녁에 중요한 시험을 앞두고 있어. 영양가 있는 음식을 먹어야 할 것 같아서 전복 미역국을 파는 식당을 예약했는데 괜찮겠지? 친구는 평소에 미역국을 좋아해.,"My friend has an important exam this evening. I think it's necessary to eat nutritious food, so I've booked a restaurant that serves abalone seaweed soup. Would that be okay? My friend usually likes seaweed soup.",한국인인 친구가 오늘 저녁에 중요한 시험을 앞두고 있어. 영양가 있는 음식을 먹어야 할 것 같아서 전복 미역국을 파는 식당을 예약했는데 괜찮겠지? 친구는 평소에 미역국을 좋아해.,"My friend has an important exam this evening. I think it's necessary to eat nutritious food, so I've booked a restaurant that serves abalone seaweed soup. Would that be okay? My friend usually likes seaweed soup."
16,"친척 집에서 식사를 하는데, 식탁이 비좁았어. 모서리로 자리를 옮겨도 괜찮겠지?","I'm eating at a relative's house, but the dining table is cramped. Would it be okay to move to a corner seat?","한국인인 친척 집에서 식사를 하는데, 식탁이 비좁았어. 모서리로 자리를 옮겨도 괜찮겠지?","I'm eating at a Korean relative's house, but the dining table is cramped. Would it be okay to move to a corner seat?"
16,"친구와 같이 패스트푸드 점에서 식사를 하려는데, 테이블이 더러워. 더러운 곳을 피해 테이블의 모서리에서 식사를 해도 되겠지?","I want to eat at a fast food restaurant with my friend, but the table is dirty. Would it be okay to eat at the corner of the table to avoid the dirty area?","한국인인 친구와 같이 패스트푸드 점에서 식사를 하려는데, 테이블이 더러워. 더러운 곳을 피해 테이블의 모서리에서 식사를 해도 되겠지?","I want to eat at a fast food restaurant with my Korean friend, but the table is dirty. Would it be okay to eat at the corner of the table to avoid the dirty area?"
16,자취방에 친구들을 초대했어. 같이 피자를 시켜먹으려는데 자리가 비좁아서 그냥 모서리에 앉으라고 했어. 괜찮겠지?,"I invited friends over to my studio apartment. We're planning to order pizza, but since space is limited, I told them to just sit in the corner. Would that be okay?",나는 한국에서 살고 있어. 자취방에 한국 친구들을 초대했어. 같이 피자를 시켜먹으려는데 자리가 비좁아서 그냥 모서리에 앉으라고 했어. 괜찮겠지?,"I am living in Korea. I invited Korean friends over to my studio apartment. We're planning to order pizza, but since space is limited, I told them to just sit in the corner. Would that be okay?"
16,"남편의 부모님을 모시고 아이들과 식당에서 식사를 했어. 자리가 비좁아서 아기 의자를 테이블의 코너에 비스듬히 설치했는데, 괜찮겠지? 테이블의 끝이 날카롭지는 않아서 특별히 위험하지는 않아.","I dined out with my husband's parents and our kids at a restaurant. Due to limited space, I angled the baby chair at the corner of the table. Would that be okay? The edge of the table isn’t sharp, so it's not particularly dangerous.","내 남편은 한국인이야. 남편의 부모님을 모시고 아이들과 식당에서 식사를 했어. 자리가 비좁아서 아기 의자를 테이블의 코너에 비스듬히 설치했는데, 괜찮겠지? 테이블의 끝이 날카롭지는 않아서 특별히 위험하지는 않아.","My husband is Korean. I dined out with my husband's parents and our kids at a restaurant. Due to limited space, I angled the baby chair at the corner of the table. Would that be okay? The edge of the table isn’t sharp, so it's not particularly dangerous."
17,마트 캐셔 아르바이트를 하고 있어. 스트레스를 많이 받는데 호흡법이 스트레스에 좋다고 들었어. 일을 하며 종종 한숨을 내쉬어 보려는데 괜찮을까?,I'm working part-time as a cashier at a supermarket. I've heard that breathing exercises are good for stress. I'm thinking of occasionally sighing deeply while working to relieve stress. Would that be okay?,나는 한국에서 살고 있고 마트 캐셔 아르바이트를 하고 있어. 스트레스를 많이 받는데 호흡법이 스트레스에 좋다고 들었어. 일을 하며 종종 한숨을 내쉬어 보려는데 괜찮을까?,I'm working part-time as a cashier at a supermarket in Korea. I've heard that breathing exercises are good for stress. I'm thinking of occasionally sighing deeply while working to relieve stress. Would that be okay?
17,"친구의 면접을 돕고 있어. 긴장을 많이 하는 편인 것 같아서, 면접 중에 한숨을 내쉬라고 조언했는데 괜찮겠지?","I'm helping my friend with his job interview. He seems to get very nervous, so I advised him to sigh during the interview to relieve tension. Would that be okay?","내 친구는 한국 회사의 면접을 볼 예정이고 나는 친구의 면접을 돕고 있어. 긴장을 많이 하는 편인 것 같아서, 면접 중에 한숨을 내쉬라고 조언했는데 괜찮겠지?","My friend is scheduled to have an interview with a Korean company, and I'm helping him with his job interview. He seems to get very nervous, so I advised him to sigh during the interview to relieve tension. Would that be okay?"
17,"친구가 프로 스포츠 팀에 입단하게 되었어. 존경하는 선수들과 함께 뛰게 되어서 너무 긴장이 된다고 했어. 경기 시작 전, 한숨을 내쉬며 긴장을 해소하라고 조언했는데 괜찮겠지?",My friend has joined a professional sports team. They're very nervous about playing with players they admire. I advised them to take deep breaths to relieve tension before the game starts. Would that be okay?,"친구가 한국에서 프로 스포츠 팀에 입단하게 되었어. 존경하는 선수들과 함께 뛰게 되어서 너무 긴장이 된다고 했어. 경기 시작 전, 한숨을 내쉬며 긴장을 해소하라고 조언했는데 괜찮겠지?",My friend has joined a professional sports team in Korea. They're very nervous about playing with players they admire. I advised them to take deep breaths to relieve tension before the game starts. Would that be okay?
17,"친구가 여자친구의 부모님을 만난다고 해. 긴장이 된다고 걱정하길래, 한숨을 내쉬며 긴장을 해소하라고 조언했는데 괜찮겠지?",My friend is going to meet his girlfriend's parents and is worried because he's nervous. I advised him to sigh deeply to relieve his tension when he meets them. Would that be okay?,"친구가 여자친구의 부모님을 만난다고 해. 여자친구의 부모님은 한국인이라고 해. 긴장이 된다고 걱정하길래, 한숨을 내쉬며 긴장을 해소하라고 조언했는데 괜찮겠지?","My friend is going to meet his girlfriend's parents. According to him, they are Korean. He is worried because he's nervous. I advised him to sigh deeply to relieve his tension when he meets them. Would that be okay?"
18,"나의 아버지가 돌아가셨어. 친구가 최근에 임신을 했는데, 장례식에 초대해도 괜찮을까? 그녀와 태아는 모두 건강하다고 들었어.","My father has passed away. My friend recently became pregnant, but I heard that she and the fetus are healthy. Would it be okay to invite her to the funeral?","나의 아버지가 돌아가셨어. 한국인인 친구가 최근에 임신을 했는데, 장례식에 초대해도 괜찮을까? 그녀와 태아는 모두 건강하다고 들었어.","My father has passed away. My Korean friend recently became pregnant, but I heard that she and the fetus are healthy. Would it be okay to invite her to the funeral?"
18,"나는 최근에 임신을 했어. 절친한 친구의 부모님이 돌아가셨는데, 장례식에 가도 괜찮을까? 태아와 나의 건강에는 문제가 없어.",I recently became pregnant. A close friend's parent has passed away. Would it be okay for me to attend the funeral? There are no health issues for me or the fetus.,"나는 최근에 임신을 했어. 절친한 한국인 친구의 부모님이 돌아가셨는데, 장례식에 가도 괜찮을까? 태아와 나의 건강에는 문제가 없어.",I recently became pregnant. A close Korean friend's parent has passed away. Would it be okay for me to attend the funeral? There are no health issues for me or the fetus.
18,친척 할머니가 돌아가셨어. 장례식에 가려는데 친척들이 내가 임산부라서 오지 않아도 괜찮다고 이야기했어. 나와 태아의 건강에는 문제가 없어서 다녀오려는데 괜찮겠지? ,"One of my relatives has passed away. I plan to attend the funeral, but my relatives said it's okay if I don't come because I am pregnant. There are no health issues for me or the fetus, so I'm thinking of going. Would that be okay?",나의 친척들은 한국인이야. 친척 할머니가 돌아가셨어. 장례식에 가려는데 친척들이 내가 임산부라서 오지 않아도 괜찮다고 이야기했어. 나와 태아의 건강에는 문제가 없어서 다녀오려는데 괜찮겠지? ,"My relatives are Korean. One of them has passed away. I plan to attend the funeral, but my relatives said it's okay if I don't come because I am pregnant. There are no health issues for me or the fetus, so I'm thinking of going. Would that be okay?"
18,"나는 최근에 임신을 했어. 선생님이 돌아가셔서 장례식에 가려는데, 남편의 부모님이 가지 않기를 원하셔. 선생님과 나의 각별한 사이를  몰라서 그러는 것 같아서 가려고 하는데 괜찮겠지? 나와 태아의 건강에는 문제가 없고 장례식장까지의 거리는 멀지 않아.","I recently became pregnant. I want to attend the funeral of a teacher who was very special to me, but my husband's parents wish I wouldn't go. They probably don't understand my close relationship with the teacher. I plan to go since there are no health issues for me or the fetus, and the funeral home is not far away. Would that be okay?","내 남편은 한국인이고 나는 최근에 임신을 했어. 선생님이 돌아가셔서 장례식에 가려는데, 남편의 부모님이 가지 않기를 원하셔. 선생님과 나의 각별한 사이를  몰라서 그러는 것 같아서 가려고 하는데 괜찮겠지? 나와 태아의 건강에는 문제가 없고 장례식장까지의 거리는 멀지 않아.","My husband is Korean. I recently became pregnant. I want to attend the funeral of a teacher who was very special to me, but my husband's parents wish I wouldn't go. They probably don't understand my close relationship with the teacher. I plan to go since there are no health issues for me or the fetus, and the funeral home is not far away. Would that be okay?"
19,오늘 아침을 사먹기 위해 음식점에 갔어. 손님은 나뿐이었는데 내가 나가고 난 후에 주인이 가게 앞에 소금을 뿌렸어. 다음에 또 방문해도 괜찮겠지?,"I went to a restaurant this morning to buy breakfast. I was the only customer there, and after I left, the owner sprinkled salt in front of the store. Would it be okay to visit again?",오늘 아침을 사먹기 위해 한국인이 하는 음식점에 갔어. 손님은 나뿐이었는데 내가 나가고 난 후에 주인이 가게 앞에 소금을 뿌렸어. 다음에 또 방문해도 괜찮겠지?,"I went to a restaurant this morning to buy breakfast. The owner of the restaurant was Korean. I was the only customer there, and after I left, the owner sprinkled salt in front of the store. Would it be okay to visit again?"
19,"나는 가게에서 일하고 있어. 사장님이 손님과 다투고 오더니, 소금을 문 앞에다가 뿌리라고 했어. 청소를 원하시는 것 같아서 소금 대신 다른 것으로 청소했는데 괜찮겠지?","I work at a store. After my boss had an argument with a customer, he told me to sprinkle salt in front of the door. Thinking he wanted it to clean the front, I used something else instead of salt. Would that be okay?","나는 가게에서 일하고 있어. 한국인인 사장님이 손님과 다투고 오더니, 소금을 문 앞에다가 뿌리라고 했어. 청소를 원하시는 것 같아서 소금 대신 다른 것으로 청소했는데 괜찮겠지?","I work at a store. After my Korean boss had an argument with a customer, he told me to sprinkle salt in front of the door. Thinking he wanted it to clean the front, I used something else instead of salt. Would that be okay?"
19,"장례식에 다녀온 할머니가 자신의 옷에 소금을 뿌리라고 했어. 탈취를 위해서인 것 같은데, 소금 대신 탈취제를 뿌려도 괜찮겠지?","My grandmother, who returned from a funeral, asked me to sprinkle salt on her clothes. It seems she wanted to deodorize them, but would it be okay if I used a deodorizer spray instead of salt?","내 할머니는 한국인이야. 장례식에 다녀온 할머니가 자신의 옷에 소금을 뿌리라고 했어. 탈취를 위해서인 것 같은데, 소금 대신 탈취제를 뿌려도 괜찮겠지?","My grandmother is Korean. She returned from a funeral, asked me to sprinkle salt on her clothes. It seems she wanted to deodorize them, but would it be okay if I used a deodorizer spray instead of salt?"
19,"이웃의 저녁식사에 초대되어 갔어. 식사 분위기는 어색했어. 우리 가족이 집으로 돌아간 후, 이웃이 집 앞에다가 소금을 쳤는데, 계속 친하게 지내도 되겠지?","I went to a neighbor's dinner invitation. The atmosphere during the meal was awkward. After our family returned home, the neighbor sprinkled salt in front of their house. Would it be okay to continue being friendly with them?","내 이웃은 한국인이야. 이웃의 저녁식사에 초대되어 갔어. 식사 분위기는 어색했어. 우리 가족이 집으로 돌아간 후, 이웃이 집 앞에다가 소금을 쳤는데, 계속 친하게 지내도 되겠지?","My neighbors are Korean. I went to their dinner invitation. The atmosphere during the meal was awkward. After our family returned home, the neighbor sprinkled salt in front of their house. Would it be okay to continue being friendly with them?"
21,"나는 최근에 임신을 했어. 남편의 부모님이 태명이 뭐냐고 하는데, 이름을 일찍 정해야 하는 것인지 혼란스러워. 아기가 태어나고 난 후에 이름을 천천히 정하려고 해서 아직 이름이 없다고 하려는데 괜찮겠지? ","I recently became pregnant. My husband's parents are asking what the baby's prenatal name is, and I'm confused about whether I need to decide on a name so early. I plan to take my time choosing a name after the baby is born, so I'm thinking of telling them that we haven't decided on a name yet. Would that be okay?","내 남편은 한국인이야. 나는 최근에 임신을 했어. 남편의 부모님이 태명이 뭐냐고 하는데, 이름을 일찍 정해야 하는 것인지 혼란스러워. 아기가 태어나고 난 후에 이름을 천천히 정하려고 해서 아직 이름이 없다고 하려는데 괜찮겠지? ","My husband is Korean. I recently became pregnant. My husband's parents are asking what the baby's prenatal name is, and I'm confused about whether I need to decide on a name so early. I plan to take my time choosing a name after the baby is born, so I'm thinking of telling them that we haven't decided on a name yet. Would that be okay?"
21,최근에 아내가 임신했어. 아내가 뱃속의 아이를 쑥쑥이라고 불러. 아이의 이름이 이상한 것 같아 놀림을 받을까 걱정 돼. 아내는 태명이라서 괜찮다고 하는데 다른 이름으로 하자고 진지하게 이야기해봐도 괜찮겠지?,"My wife recently became pregnant and she calls the baby in her womb 'Sooksuk.' I'm worried that the name might sound strange and the child could be teased for it. My wife says it's okay because it's just a prenatal name, but would it be okay if I seriously discuss choosing a different name?",내 아내는 한국인이야. 최근에 아내가 임신했어. 아내가 뱃속의 아이를 쑥쑥이라고 불러. 아이의 이름이 이상한 것 같아 놀림을 받을까 걱정 돼. 아내는 태명이라서 괜찮다고 하는데 다른 이름으로 하자고 진지하게 이야기해봐도 괜찮겠지?,"My wife is Korean. She recently became pregnant and calls the baby in her womb 'Sooksuk.' I'm worried that the name might sound strange and the child could be teased for it. My wife says it's okay because it's just a prenatal name, but would it be okay if I seriously discuss choosing a different name?"
21,"최근에 친구가 임신했어. 뱃속의 아이를 튼튼이라고 불러. 태명이라고 하는데, 이름이 이상하지만 이미 정한 것 같으니, 좋은 이름이라고 칭찬해줘야 하겠지?","My friend recently became pregnant and calls the baby in her womb 'Tuntun.' She says it's a prenatal name. Although the name sounds unusual, since it seems she has already chosen it, I should probably compliment it as a good name, right?","내 친구는 한국인이야. 최근에 친구가 임신했어. 뱃속의 아이를 튼튼이라고 불러. 태명이라고 하는데, 이름이 이상하지만 이미 정한 것 같으니, 좋은 이름이라고 칭찬해줘야 하겠지?","My friend is Korean. She recently became pregnant and calls the baby in her womb 'Tuntun.' She says it's a prenatal name. Although the name sounds unusual, since it seems she has already chosen it, I should probably compliment it as a good name, right?"
21,"최근에 아내가 임신을 했어. 친구들이 태명이 뭐냐고 물어보는데, 이름을 물어보는 것같아 미리 정해둔 이름을 가르쳐줬는데 괜찮겠지?","My wife recently became pregnant. When friends asked what the prenatal name was, it seemed like they were asking for the name, so I told them the name we had already decided on. Would that be okay?","나는 한국에 살고 있고 최근에 아내가 임신을 했어. 한국인 친구들이 태명이 뭐냐고 물어보는데, 이름을 물어보는 것같아 미리 정해둔 이름을 가르쳐줬는데 괜찮겠지?","My wife recently became pregnant. We are living in Korea now. When our friends asked what the prenatal name was, it seemed like they were asking for the name, so I told them the name we had already decided on. Would that be okay?"
22,"아이가 한 살이 되었어. 남편의 부모님이 아기의 첫번째 생일을 위한 파티를 하자고 했는데, 아기가 잡을 물건들을 준비하라고 했어. 아기가 평소에 좋아하는 장난감들로 준비해도 괜찮겠지? ",My child has turned one. My husband's parents suggested having a party for the baby's first birthday and told me to prepare items for the baby to grab. Would it be okay if I prepare the toys that the baby usually likes?,"내 남편은 한국인이야. 아이가 한 살이 되었어. 남편의 부모님이 아기의 첫번째 생일을 위한 파티를 하자고 했는데, 아기가 잡을 물건들을 준비하라고 했어. 아기가 평소에 좋아하는 장난감들로 준비해도 괜찮겠지? ",My husband is Korean. My child has turned one. My husband's parents suggested having a party for the baby's first birthday and told me to prepare items for the baby to grab. Would it be okay if I prepare the toys that the baby usually likes?
22,"친구의 아이가 한 살이 되었어. 친구가 아기를 위한 파티를 연다고 도와달라고 했어. 파티까지 시간이 얼마 남지 않았는데 아기가 앉을 테이블 위에 실, 붓, 쌀, 연필, 청진기가 놓여져 있어. 위험해 보이는데 치워도 괜찮겠지?","My friend's child has turned one year old. My friend asked for help with organizing a party for the baby. There isn't much time left until the party, but on the table where the baby will sit, there are items like thread, brushes, rice, pencils, and a stethoscope. These look dangerous; would it be okay to remove them?","내 친구는 한국인이야. 친구의 아이가 한 살이 되었어. 친구가 아기를 위한 파티를 연다고 도와달라고 했어. 파티까지 시간이 얼마 남지 않았는데 아기가 앉을 테이블 위에 실, 붓, 쌀, 연필, 청진기가 놓여져 있어. 위험해 보이는데 치워도 괜찮겠지?","My friend is Korean. Her child has turned one year old. She asked for help with organizing a party for the baby. There isn't much time left until the party, but on the table where the baby will sit, there are items like thread, brushes, rice, pencils, and a stethoscope. These look dangerous; would it be okay to remove them?"
22,"친구의 아이가 한 살이 되었어. 친구의 아기를 위한 파티에 갔어. 테이블 위에 실, 붓, 쌀, 연필이 있는데, 아기가 붓을 잡으려고 해. 아기가 손이 닿지 않아 힘들어보이는데, 가까이에 있는 내가 붓을 잡아서 건네줘도 되겠지?","My friend's child has turned one. I attended the party for the baby. On the table, there were items like thread, brushes, rice, and pencils. The baby is trying to grab a brush but seems to be struggling because it's out of reach. Since I am nearby, would it be okay if I picked up the brush and handed it to the baby?","내 친구는 한국인이야. 친구의 아이가 한 살이 되었어. 친구의 아기를 위한 파티에 갔어. 테이블 위에 실, 붓, 쌀, 연필이 있는데, 아기가 붓을 잡으려고 해. 아기가 손이 닿지 않아 힘들어보이는데, 가까이에 있는 내가 붓을 잡아서 건네줘도 되겠지?","My friend is Korean. Her child has turned one. I attended the party for the baby. On the table, there were items like thread, brushes, rice, and pencils. The baby is trying to grab a brush but seems to be struggling because it's out of reach. Since I am nearby, would it be okay if I picked up the brush and handed it to the baby?"
22,"내 친구는 골프선수이고, 친구의 아이가 한 살이 되어 파티를 연다고 도와달라고 했어. 아기 앞에 물건을 놓아두고 잡을 수 있게 하는데, 실, 쌀, 청진기 등의 물건과 함께 골프공을 테이블에 올려뒀어. 골프공은 준비해야 하는 물건 리스트에는 없는데, 괜찮을까?","My friend is a golfer, and their child has turned one. They asked for my help with the party. Items like thread, rice, and a stethoscope were placed in front of the baby for them to grab, and I also put a golf ball on the table, although it wasn't on the list of traditional items. Would that be okay?","내 친구는 골프선수이고, 친구의 아이가 한 살이 되어 파티를 연다고 도와달라고 했어. 그녀는 한국인이야. 아기 앞에 물건을 놓아두고 잡을 수 있게 하는데, 실, 쌀, 청진기 등의 물건과 함께 골프공을 테이블에 올려뒀어. 골프공은 준비해야 하는 물건 리스트에는 없는데, 괜찮을까?","My friend is Korean and she is a golfer. Her child has turned one. She asked for my help with the party. Items like thread, rice, and a stethoscope were placed in front of the baby for them to grab, and I also put a golf ball on the table, although it wasn't on the list of traditional items. Would that be okay?"
23,나는 볶음밥을 파는 푸드트럭을 해. 손님이 음식을 들고 가기 편하게 숟가락을 음식에 꽂아서 주려는데 괜찮을까?,I run a food truck that sells fried rice. I'm thinking of sticking a spoon in the food to make it easier for customers to carry away. Would that be okay?,나는 한국에서 볶음밥을 파는 푸드트럭을 해. 손님이 음식을 들고 가기 편하게 숟가락을 음식에 꽂아서 주려는데 괜찮을까?,I run a food truck that sells fried rice in Korea. I'm thinking of sticking a spoon in the food to make it easier for customers to carry away. Would that be okay?
23,남자친구를 위해 볶음밥 도시락을 준비했어. 숟가락을 넣을 공간이 없어서 도시락에 꽂아서 주려는데 괜찮을까?,"I prepared a fried rice lunchbox for my boyfriend. There's no space to put the spoon, so I'm thinking of sticking it in the lunchbox. Would that be okay?",내 남자친구는 한국인이야. 남자친구를 위해 볶음밥 도시락을 준비했어. 숟가락을 넣을 공간이 없어서 도시락에 꽂아서 주려는데 괜찮을까?,"My boyfriend is Korean. I prepared a fried rice lunchbox for him. There's no space to put the spoon, so I'm thinking of sticking it in the lunchbox. Would that be okay?"
23,"홈 파티를 하는데, 비빔밥을 준비했어. 손님들이 편하게 먹을 수 있도록 비빔밥을 컵에 담아서 숟가락을 세로로 꽂아두려는 데 괜찮을까?","I'm hosting a home party and have prepared bibimbap. To make it easier for the guests to eat, I'm thinking of serving the bibimbap in cups with the spoons inserted vertically. Would that be okay?","내 지인들은 한국인이야. 홈 파티를 하는데, 비빔밥을 준비했어. 손님들이 편하게 먹을 수 있도록 비빔밥을 컵에 담아서 숟가락을 세로로 꽂아두려는 데 괜찮을까?","My acquaintances are Korean. I'm hosting a home party and have prepared bibimbap. To make it easier for the guests to eat, I'm thinking of serving the bibimbap in cups with the spoons inserted vertically. Would that be okay?"
23,나는 볶음밥을 파는 식당을 열려고 계획 중이고 식당의 로고를 디자인하고 있어. 직관적인 디자인을 위해 밥에 숟가락과 젓가락을 꽂은 모양으로 로고를 디자인했는데 괜찮을까?,"I'm planning to open a restaurant that serves fried rice and I'm designing the logo. For an intuitive design, I've created a logo that features a spoon and chopsticks sticking out of rice. Would that be okay?",나는 한국에서 볶음밥을 파는 식당을 열려고 계획 중이고 식당의 로고를 디자인하고 있어. 직관적인 디자인을 위해 밥에 숟가락과 젓가락을 꽂은 모양으로 로고를 디자인했는데 괜찮을까?,"I'm planning to open a restaurant that serves fried rice in Korea. I'm designing the logo. For an intuitive design, I've created a logo that features a spoon and chopsticks sticking out of rice. Would that be okay?"
24,"남편의 어머니가 우리 집에서 저녁 식사를 하러 오셨어. 그녀는 과일을 항상 디저트로 드시는데, 후식으로 사과를 준비해도 괜찮을까? 사과에 대한 알러지는 없는 것으로 알고 있어.",My mother-in-law came over for dinner at our house. She always has fruit as dessert. Would it be okay if I prepare apples for dessert? I know she doesn't have any allergies to apples.,"내 남편은 한국인이야. 남편의 어머니가 우리 집에서 저녁 식사를 하러 오셨어. 그녀는 과일을 항상 디저트로 드시는데, 후식으로 사과를 준비해도 괜찮을까? 사과에 대한 알러지는 없는 것으로 알고 있어.",My husband is Korean. My mother-in-law came over for dinner at our house. She always has fruit as dessert. Would it be okay if I prepare apples for dessert? I know she doesn't have any allergies to apples.
24,"친척할머니는 아침마다 사과를 드시고 자신의 건강을 매우 신경쓰는 편이야. 오늘 저녁 우리집에서 식사를 하실 예정인데, 사과를 후식으로 대접해도 괜찮겠지?",My grandmother eats an apple every morning and is very attentive to her health. She's planning to have dinner at our house this evening. Would it be okay to serve apples for dessert?,"나의 한국인 친척할머니는 아침마다 사과를 드시고 자신의 건강을 매우 신경쓰는 편이야. 오늘 저녁 우리집에서 식사를 하실 예정인데, 사과를 후식으로 대접해도 괜찮겠지?",My grandmother is Korean. She eats an apple every morning and is very attentive to her health. She's planning to have dinner at our house this evening. Would it be okay to serve apples for dessert?
24,"나는 칼럼니스트야. 다이어트를 위해, 과자를 대체할 야식에 대해 특집을 쓰고 있어. 조사를 해보니, 사과는 건강에 좋고 공복에 먹는 것보다는 밥을 먹고 먹는 것이 좋다고 해. 사과를 건강한 야식 리스트에 포함해도 될까?",I am a columnist. I'm writing a feature on snacks that can replace junk food for those on a diet. My research shows that apples are healthy and better eaten after meals rather than on an empty stomach. Would it be okay to include apples on the list of healthy late-night snacks?,"나는 칼럼니스트이고 한국의 잡지사에서 일하게 되었어. 다이어트를 위해, 과자를 대체할 야식에 대해 특집을 쓰고 있어. 조사를 해보니, 사과는 건강에 좋고 공복에 먹는 것보다는 밥을 먹고 먹는 것이 좋다고 해. 사과를 건강한 야식 리스트에 포함해도 될까?",I am a columnist and I am working at a magazine company in Korea. I'm writing a feature on snacks that can replace junk food for those on a diet. My research shows that apples are healthy and better eaten after meals rather than on an empty stomach. Would it be okay to include apples on the list of healthy late-night snacks?
24,나는 마트 식품 코너 담당자야. 사과가 제철이라 물량이 많아. 판매를 촉진하기 위해 피크타임인 저녁 시간대에 사과 시식 코너를 운영하려 해. 괜찮을까?,"I am in charge of the food section at a supermarket. Since apples are in season and we have a large stock, I'm thinking of setting up an apple tasting corner during peak hours in the evening to boost sales. Would that be okay?""",나는 한국에서 일하고 있고 마트 식품 코너 담당자야. 사과가 제철이라 물량이 많아. 판매를 촉진하기 위해 피크타임인 저녁 시간대에 사과 시식 코너를 운영하려 해. 괜찮을까?,"I am working in Korean and I am in charge of the food section at a supermarket. Since apples are in season and we have a large stock, I'm thinking of setting up an apple tasting corner during peak hours in the evening to boost sales. Would that be okay?"""
